STATE,District Name,Market Name,Commodity,Variety,Grade
Kerala,kollam,Punalur,Onion,Onion,FAQ
Punjab,hoshiarpur,Mukerian(Talwara),Onion,Onion,FAQ
Maharashtra,ahmednagar,Shrirampur,Tomato,Other,FAQ
Maharashtra,nagpur,Nagpur,Tomato,Other,FAQ
Maharashtra,nanded,Kandhar,Wheat,Other,FAQ
Uttar Pradesh,gorakhpur,Sehjanwa,Onion,Red,FAQ
Kerala,kottayam,Kuruppanthura,Onion,Big,FAQ
Madhya Pradesh,sagar,Deori,Wheat,Local,FAQ
Maharashtra,nagpur,Nagpur,Onion,White,FAQ
Rajasthan,ajmer,Madanganj Kishangarh,Wheat,Other,FAQ
Kerala,alappuzha,Mannar,Potato,Other,FAQ
Punjab,patiala,Dudhansadhan,Tomato,Other,FAQ
Maharashtra,wardha,Pulgaon,Wheat,Other,FAQ
Haryana,faridabad,"New Grain Market , Faridabad",Onion,Onion,FAQ
Madhya Pradesh,harda,Harda,Wheat,MP(Desi),FAQ
Haryana,faridabad,"New Grain Market , Faridabad",Potato,Other,FAQ
Maharashtra,pune,Junnar,Potato,Local,FAQ
Uttar Pradesh,rampur,Milak,Potato,Local,FAQ
Maharashtra,ahmednagar,Rahuri(Vambori),Onion,Other,FAQ
Maharashtra,pune,Junnar(Narayangaon),Onion,Other,FAQ
Maharashtra,pune,Dound,Wheat,Maharashtra 2189,FAQ
Maharashtra,nagpur,Ramtek,Wheat,Other,FAQ
Punjab,patiala,Dudhansadhan,Onion,Other,FAQ
Maharashtra,amarawati,Morshi,Wheat,Other,FAQ
Karnataka,bijapur,Bijapur,Wheat,Medium,FAQ
Uttar Pradesh,balrampur,Kusmee,Wheat,Local,FAQ
Maharashtra,sholapur,Mangal Wedha,Wheat,Other,FAQ
Himachal Pradesh,una,Santoshgarh,Onion,Onion,FAQ
Maharashtra,pune,Baramati,Wheat,Kalyan,FAQ
Orissa,kalahandi,Bhawanipatna,Onion,Local,FAQ
Karnataka,bijapur,Bijapur,Onion,Onion,FAQ
Madhya Pradesh,vidisha,Lateri,Wheat,Deshi,FAQ
Maharashtra,parbhani,Tadkalas,Wheat,Other,FAQ
Punjab,muktsar,Muktsar,Onion,Red,FAQ
Rajasthan,hanumangarh,Bhadara,Wheat,Other,FAQ
Gujarat,patan,Sami,Wheat,Other,FAQ
Haryana,jind,Safidon,Onion,Other,FAQ
Maharashtra,nagpur,Umared,Wheat,Other,FAQ
Maharashtra,nandurbar,Navapur,Wheat,Other,FAQ
Maharashtra,pune,Junnar(Narayangaon),Potato,Other,FAQ
Uttar Pradesh,shahjahanpur,Shahjahanpur,Potato,Desi,FAQ
Kerala,kottayam,Pala,Potato,Potato,FAQ
Madhya Pradesh,khargone,Segaon,Wheat,Lokwan,FAQ
Rajasthan,tonk,Malpura,Wheat,Other,FAQ
Kerala,kottayam,Pala,Onion,Onion,FAQ
Maharashtra,sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ
Maharashtra,pune,Baramati,Wheat,Maharashtra 2189,FAQ
Chattisgarh,durg,Khamhariya,Wheat,Other,FAQ
Madhya Pradesh,damoh,Damoh,Wheat,Lokwan,FAQ
Maharashtra,nashik,Devala,Wheat,Maharashtra 2189,FAQ
Maharashtra,satara,Lonand,Onion,Other,FAQ
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ
Maharashtra,bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ
Kerala,ernakulam,Kothamangalam,Onion,Other,FAQ
Madhya Pradesh,mandsaur,Sitmau,Onion,1st Sort,FAQ
Uttar Pradesh,muzaffarnagar,Khatauli,Onion,Red,FAQ
Himachal Pradesh,una,Santoshgarh,Potato,Other,FAQ
Maharashtra,sholapur,Kurdwadi(Modnimb),Onion,Red,FAQ
Maharashtra,pune,Junnar,Onion,Other,FAQ
Kerala,kottayam,Pala,Onion,Big,FAQ
Uttar Pradesh,agra,Fatehabad,Wheat,Dara,FAQ
Uttar Pradesh,shahjahanpur,Tilhar,Wheat,Dara,FAQ
Madhya Pradesh,dewas,Haatpipliya,Wheat,Lok -1 (Nilami Rate),FAQ
Karnataka,tumkur,Tumkur,Wheat,Super Fine,FAQ
Madhya Pradesh,chhindwara,Amarwda,Wheat,Other,FAQ
Uttar Pradesh,firozabad,Shikohabad,Onion,Red,FAQ
Uttar Pradesh,shahjahanpur,Shahjahanpur,Onion,Red,FAQ
Maharashtra,nashik,Kalvan,Wheat,Other,FAQ
Kerala,ernakulam,Kothamangalam,Onion,Big,FAQ
Haryana,mewat,FerozpurZirkha(Nagina),Potato,Other,FAQ
Maharashtra,latur,Chakur,Wheat,Other,FAQ
Maharashtra,latur,Ausa,Wheat,Maharashtra 2189,FAQ
Maharashtra,nashik,Mankamneshwar Farmar Producer CoLtd Sanchalit Mank,Onion,Other,FAQ
Punjab,hoshiarpur,GarhShankar (Kotfatuhi),Tomato,Other,FAQ
Haryana,sirsa,kalanwali,Tomato,Other,FAQ
Madhya Pradesh,guna,Kumbhraj,Wheat,Medium,FAQ
Punjab,nawanshahr,Nawan Shahar(Mandi Aur),Tomato,Deshi,FAQ
Haryana,faridabad,"New Grain Market , Faridabad",Tomato,Deshi,FAQ
Madhya Pradesh,anupur,Jaithari,Wheat,Other,FAQ
Uttar Pradesh,gorakhpur,Gorakhpur,Potato,Red,FAQ
Madhya Pradesh,rajgarh,Sarangpur,Tomato,Tomato,FAQ
Nagaland,longleng,Longleng,Tomato,Tomato,FAQ
Orissa,kalahandi,Bhawanipatna,Potato,Potato,FAQ
Maharashtra,pune,Manchar,Tomato,Other,FAQ
Orissa,malkangiri,Malkangiri(Korakunda),Tomato,Other,FAQ
Kerala,alappuzha,Alappuzha,Onion,Small,FAQ
Orissa,koraput,Koraput(Semilguda),Tomato,Other,FAQ
Orissa,kendrapara,Chatta Krushak Bazar,Potato,Potato,FAQ
Kerala,alappuzha,Chengannur,Potato,Potato,FAQ
Kerala,kottayam,Pala,Tomato,Tomato,FAQ
Maharashtra,aurangabad,Amba,Tomato,Deshi,FAQ
Uttar Pradesh,saharanpur,Chutmalpur,Onion,Red,FAQ
Uttar Pradesh,ambedkarnagar,Akbarpur,Potato,Potato,FAQ
Haryana,karnal,Tarori,Tomato,Deshi,FAQ
Rajasthan,pali,Pali,Tomato,Other,FAQ
Rajasthan,pali,Sumerpur,Wheat,Other,FAQ
Gujarat,amreli,Damnagar,Tomato,Local,FAQ
Uttar Pradesh,muzaffarnagar,Khatauli,Tomato,Hybrid,FAQ
Punjab,gurdaspur,Dinanagar,Onion,Other,FAQ
Uttar Pradesh,shahjahanpur,Shahjahanpur,Tomato,Deshi,FAQ
Maharashtra,parbhani,Pathari,Wheat,Other,FAQ
Orissa,kalahandi,Bhawanipatna,Tomato,Other,FAQ
Punjab,muktsar,Muktsar,Tomato,Hybrid,FAQ
Uttar Pradesh,gorakhpur,Gorakhpur,Onion,Red,FAQ
Himachal Pradesh,una,Santoshgarh,Tomato,Tomato,FAQ
Uttar Pradesh,muzaffarnagar,Khatauli,Potato,Desi,FAQ
Rajasthan,pali,Pali,Potato,Other,FAQ
Haryana,fatehabad,Tohana(New Veg Market),Tomato,Tomato,FAQ
Kerala,idukki,Kattappana,Onion,Big,FAQ
Madhya Pradesh,betul,Bhensdehi,Wheat,Other,FAQ
Kerala,ernakulam,Moovattupuzha,Potato,Big,FAQ
Rajasthan,jaipur,Jaipur (F&V),Tomato,Other,FAQ
Madhya Pradesh,morena,Porsa(F&V),Onion,Onion,FAQ
Haryana,kaithal,Cheeka,Potato,Other,FAQ
Rajasthan,jaipur,Jaipur (F&V),Onion,Other,FAQ
Nagaland,tuensang,Tuensang,Potato,Potato,FAQ
Orissa,ganjam,Bhanjanagar,Potato,Other,FAQ
Uttar Pradesh,mathura,Kosikalan,Tomato,Deshi,FAQ
Orissa,bhadrak,Bhadrak,Potato,(Red Nanital),FAQ
Nagaland,tuensang,Tuensang,Tomato,Tomato,FAQ
Madhya Pradesh,dhar,Rajgarh,Wheat,147 Average,FAQ
Madhya Pradesh,jhabua,Petlawad,Tomato,Deshi,FAQ
Orissa,kalahandi,Kesinga,Onion,Other,FAQ
Orissa,kalahandi,Kesinga,Tomato,Other,FAQ
Maharashtra,nagpur,Kamthi,Onion,Local,FAQ
Kerala,thiruvananthapuram,Parassala,Tomato,Tomato,FAQ
Kerala,ernakulam,Moovattupuzha,Onion,Small,FAQ
Kerala,idukki,Nedumkandam,Tomato,Other,FAQ
Meghalaya,west garo hills,Rongram,Tomato,Local,FAQ
Orissa,ganjam,Bhanjanagar,Onion,Other,FAQ
Uttar Pradesh,mathura,Kosikalan,Onion,Red,FAQ
Uttar Pradesh,firozabad,Shikohabad,Wheat,Dara,FAQ
Punjab,nawanshahr,Banga,Tomato,Other,FAQ
Jammu and Kashmir,anantnag,Kulgam,Tomato,Deshi,FAQ
Kerala,palakad,Koduvayoor,Onion,Small,FAQ
Kerala,ernakulam,Moovattupuzha,Tomato,Tomato,FAQ
Kerala,idukki,Kattappana,Potato,Other,FAQ
Punjab,nawanshahr,Banga,Onion,Onion,FAQ
Haryana,ambala,Ambala Cantt.,Tomato,Other,FAQ
Rajasthan,jaipur,Jaipur (F&V),Potato,Other,FAQ
Meghalaya,west garo hills,Rongram,Potato,Local,FAQ
Maharashtra,nanded,Nanded,Wheat,Other,FAQ
Uttar Pradesh,mathura,Kosikalan,Potato,Desi,FAQ
Punjab,sangrur,Ahmedgarh,Onion,Other,FAQ
Maharashtra,jalgaon,Pachora,Wheat,Other,FAQ
Karnataka,chikmagalur,Tarikere,Onion,Local,FAQ
Uttar Pradesh,bijnor,Nagina,Potato,Desi,FAQ
Punjab,nawanshahr,Banga,Potato,Other,FAQ
Madhya Pradesh,jhabua,Jhabua,Wheat,Local,FAQ
Haryana,fatehabad,Tohana,Potato,Potato,FAQ
Kerala,alappuzha,Harippad,Potato,Other,FAQ
Madhya Pradesh,dewas,Sonkatch,Onion,1st Sort,FAQ
Nagaland,kohima,Kohima,Tomato,Tomato,FAQ
Maharashtra,ahmednagar,Sangamner,Wheat,Other,FAQ
Himachal Pradesh,shimla,Shimla and Kinnaur(Nerwa),Potato,(Red Nanital),FAQ
Kerala,alappuzha,Harippad,Tomato,Other,FAQ
Maharashtra,akola,Patur,Wheat,Maharashtra 2189,FAQ
Orissa,bhadrak,Sahidngar,Potato,Other,FAQ
Haryana,fatehabad,Tohana(New Veg Market),Onion,Onion,FAQ
Himachal Pradesh,mandi,Chail Chowk,Potato,Other,FAQ
Maharashtra,chandrapur,Chandrapur(Ganjwad),Onion,Other,FAQ
Uttar Pradesh,shahjahanpur,Shahjahanpur,Wheat,Dara,FAQ
Uttar Pradesh,mathura,Kosikalan,Wheat,Dara,FAQ
Madhya Pradesh,vidisha,Kurwai,Wheat,Lok -1 (Nilami Rate),FAQ
Kerala,idukki,Kattappana,Tomato,Other,FAQ
Kerala,ernakulam,Moovattupuzha,Onion,Big,FAQ
Gujarat,bharuch,Amod,Wheat,Other,FAQ
Uttar Pradesh,fatehpur,Fatehpur,Potato,Local,FAQ
Madhya Pradesh,satna,Ramnagar,Wheat,Other,FAQ
Haryana,ambala,Ambala Cantt.,Potato,Other,FAQ
Haryana,ambala,Ambala Cantt.,Onion,Other,FAQ
Kerala,idukki,Kattappana,Onion,Small,FAQ
Uttar Pradesh,hardoi,Shahabad(New Mandi),Onion,Red,FAQ
Orissa,bhadrak,Sahidngar,Tomato,Other,FAQ
Kerala,idukki,Munnar,Tomato,Other,FAQ
Madhya Pradesh,mandsaur,Shamgarh(F&V),Onion,Other,FAQ
Maharashtra,ahmednagar,Rahuri,Tomato,Other,FAQ
Karnataka,hassan,Arakalgud,Potato,Local,FAQ
Uttar Pradesh,hardoi,Shahabad(New Mandi),Potato,Potato,FAQ
Maharashtra,sangli,Palus,Tomato,Other,FAQ
Maharashtra,kolhapur,Vadgaonpeth,Potato,Local,FAQ
Delhi,delhi,Keshopur,Tomato,Tomato,FAQ
Maharashtra,beed,Kada,Wheat,Maharashtra 2189,FAQ
Haryana,kaithal,Cheeka,Tomato,Deshi,FAQ
Uttar Pradesh,hardoi,Shahabad(New Mandi),Tomato,Tomato,FAQ
Madhya Pradesh,sheopur,Syopurkalan(F&V),Potato,Other,FAQ
Karnataka,kolar,Mulabagilu,Tomato,Tomato,FAQ
Delhi,delhi,Keshopur,Onion,Onion,FAQ
Madhya Pradesh,khargone,Badwaha,Tomato,Deshi,FAQ
Maharashtra,ahmednagar,Ahmednagar,Onion,Other,FAQ
Maharashtra,ahmednagar,Ahmednagar,Potato,Other,FAQ
Madhya Pradesh,chhindwara,Saunsar,Wheat,Other,FAQ
Madhya Pradesh,shajapur,Shajapur,Wheat,Other,FAQ
Haryana,yamuna nagar,Mustafabad,Tomato,Other,FAQ
Uttar Pradesh,baghpat,Bagpat,Potato,Desi,FAQ
Madhya Pradesh,dhar,Rajgarh,Potato,Potato,FAQ
Madhya Pradesh,dhar,Rajgarh,Tomato,Tomato,FAQ
West Bengal,birbhum,Sainthia,Tomato,Local,FAQ
Maharashtra,jalgaon,Bhusaval,Onion,Other,FAQ
Chhattisgarh,bilaspur,Bilaspur,Potato,Other,FAQ
Delhi,delhi,Keshopur,Potato,Potato,FAQ
Chattisgarh,korba,Katghora,Wheat,Other,FAQ
Uttar Pradesh,auraiya,Dibiapur,Wheat,Dara,FAQ
Maharashtra,sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,FAQ
Madhya Pradesh,dewas,Bagli,Wheat,147 Average,FAQ
Karnataka,bellary,Hospet,Tomato,Tomato,Medium
Madhya Pradesh,mandsaur,Suvasra,Wheat,Other,FAQ
Chattisgarh,durg,Durg,Wheat,Deshi,FAQ
Madhya Pradesh,ujjain,Unhel,Wheat,Lok -1 (Nilami Rate),FAQ
Rajasthan,hanumangarh,Nohar,Wheat,Other,FAQ
Uttar Pradesh,ballia,Chitwadagaon,Onion,Other,FAQ
Karnataka,kolar,Chintamani,Onion,Local,FAQ
Madhya Pradesh,shajapur,Soyatkalan,Wheat,Other,FAQ
Madhya Pradesh,sheopur,Vijaypur,Wheat,Other,FAQ
Orissa,bhadrak,Bhadrak,Tomato,Other,FAQ
Uttar Pradesh,ambedkarnagar,Akbarpur,Tomato,Local,FAQ
Kerala,idukki,Munnar,Wheat,147 Average,FAQ
Karnataka,kolar,Chickkaballapura,Onion,Beelary-Red,FAQ
Karnataka,kolar,Chickkaballapura,Potato,Local,FAQ
Haryana,yamuna nagar,Mustafabad,Onion,Other,FAQ
Maharashtra,satara,Vaduj,Wheat,Maharashtra 2189,FAQ
Madhya Pradesh,mandsaur,Shamgarh,Wheat,Other,FAQ
Karnataka,hassan,Channarayapatna,Tomato,Tomato,FAQ
Maharashtra,ahmednagar,Ahmednagar,Tomato,Other,FAQ
Maharashtra,ahmednagar,Shevgaon,Onion,1st Sort,FAQ
Haryana,yamuna nagar,Mustafabad,Potato,Other,FAQ
Maharashtra,ahmednagar,Shevgaon,Onion,Other,FAQ
Maharashtra,ahmednagar,Shevgaon,Onion,2nd Sort,FAQ
Maharashtra,akola,Telhara,Wheat,Other,FAQ
Madhya Pradesh,dewas,Kannod,Wheat,Lok-1,FAQ
Uttar Pradesh,agra,Samsabad,Wheat,Dara,FAQ
Madhya Pradesh,mandla,Mandla,Wheat,Deshi,FAQ
Gujarat,bhavnagar,Bhavnagar,Tomato,Tomato,FAQ
Punjab,gurdaspur,Dera Baba Nanak,Tomato,Tomato,FAQ
Haryana,fatehabad,Fatehabad,Potato,Other,FAQ
Karnataka,hassan,Belur,Tomato,Hybrid,FAQ
Rajasthan,bhilwara,Bhilwara,Onion,Other,FAQ
Maharashtra,satara,Vai,Onion,Local,FAQ
Punjab,amritsar,Gehri(Jandiala mandi),Onion,Onion,FAQ
Madhya Pradesh,ratlam,Taal,Wheat,Other,FAQ
Punjab,amritsar,Gehri(Jandiala mandi),Potato,Potato,FAQ
Rajasthan,bhilwara,Bhilwara,Potato,Other,FAQ
Madhya Pradesh,dhar,Rajgarh,Onion,Nasik,FAQ
Uttar Pradesh,saharanpur,Rampurmaniharan,Tomato,Deshi,FAQ
Rajasthan,bhilwara,Bhilwara,Tomato,Other,FAQ
Himachal Pradesh,kullu,Kullu(Chauri Bihal),Tomato,Other,FAQ
Maharashtra,nashik,Nasik,Tomato,Other,FAQ
Maharashtra,satara,Phaltan,Wheat,Other,FAQ
Maharashtra,akola,Balapur,Wheat,Other,FAQ
Madhya Pradesh,mandsaur,Bhanpura,Wheat,Other,FAQ
Uttar Pradesh,saharanpur,Rampurmaniharan,Wheat,Dara,FAQ
Uttar Pradesh,saharanpur,Rampurmaniharan,Potato,Desi,FAQ
Maharashtra,pune,Junnar(Otur),Onion,Other,FAQ
Rajasthan,pali,Pali,Onion,Local,FAQ
Rajasthan,ajmer,Ajmer(F&V),Tomato,Other,FAQ
Uttar Pradesh,baghpat,Bagpat,Onion,Onion,FAQ
Maharashtra,nashik,Nampur,Onion,Other,FAQ
Madhya Pradesh,betul,Multai,Wheat,Other,FAQ
Nagaland,mokokchung,Mokokchung Town,Tomato,Other,FAQ
Haryana,yamuna nagar,Yamuna Nagar,Onion,Other,FAQ
Maharashtra,nashik,Umrane,Onion,Other,FAQ
Chhattisgarh,bilaspur,Pendraroad,Wheat,Local,FAQ
Haryana,panipat,Samalkha,Onion,Local,FAQ
Haryana,panipat,Samalkha,Tomato,Local,FAQ
Madhya Pradesh,morena,Porsa,Wheat,Mill Quality,FAQ
Chattisgarh,janjgir,Shakti,Wheat,Other,FAQ
Madhya Pradesh,jabalpur,Sihora(F&V),Tomato,Deshi,FAQ
Karnataka,tumkur,Tumkur,Potato,Other,FAQ
Uttar Pradesh,meerut,Sardhana,Tomato,Hybrid,FAQ
Madhya Pradesh,hoshangabad,Babai,Wheat,147 Average,FAQ
Madhya Pradesh,betul,Multai,Tomato,Deshi,FAQ
Gujarat,kheda,Mehmadabad,Wheat,Lokwan Gujrat,FAQ
Maharashtra,sholapur,Barshi,Wheat,Bansi,FAQ
Karnataka,mandya,Nagamangala,Tomato,Tomato,FAQ
Haryana,yamuna nagar,Yamuna Nagar,Tomato,Other,FAQ
Madhya Pradesh,ratlam,Taal,Wheat,Medium,FAQ
Haryana,sonipat,Sonepat,Tomato,Other,FAQ
Maharashtra,akola,Akola,Wheat,Sharbati,FAQ
Rajasthan,kota,Itawa,Wheat,Other,FAQ
Uttar Pradesh,bijnor,Bijnaur,Tomato,Deshi,FAQ
Uttar Pradesh,saharanpur,Rampurmaniharan,Onion,Red,FAQ
Madhya Pradesh,seoni,Barghat,Wheat,Other,FAQ
Maharashtra,parbhani,Sonpeth,Wheat,Other,FAQ
Uttar Pradesh,meerut,Sardhana,Tomato,Deshi,FAQ
Kerala,thiruvananthapuram,Chala,Tomato,Other,FAQ
Maharashtra,sholapur,Akkalkot,Wheat,Other,FAQ
Madhya Pradesh,morena,Jora,Wheat,Deshi,FAQ
Punjab,amritsar,Gehri(Jandiala mandi),Tomato,Tomato,FAQ
Nagaland,zunheboto,Ghathashi,Tomato,Other,FAQ
Karnataka,bangalore,Channapatana,Tomato,Tomato,FAQ
Karnataka,bellary,Hospet,Potato,Potato,Medium
Kerala,thiruvananthapuram,Chala,Potato,Other,FAQ
Rajasthan,sirohi,Abu Road,Potato,Other,FAQ
Orissa,kalahandi,Kesinga,Potato,Other,FAQ
Kerala,thiruvananthapuram,Chala,Onion,Onion,FAQ
West Bengal,murshidabad,Jiaganj,Potato,Other,FAQ
Madhya Pradesh,damoh,Damoh(F&V),Onion,Other,FAQ
Rajasthan,ajmer,Ajmer(F&V),Onion,Other,FAQ
Kerala,thiruvananthapuram,Chala,Onion,Big,FAQ
Rajasthan,ajmer,Ajmer(F&V),Potato,Other,FAQ
Punjab,sangrur,Khanauri,Onion,Other,FAQ
Punjab,gurdaspur,Sri Har Gobindpur(Harechowal),Onion,Other,FAQ
Punjab,faridkot,Kotkapura,Potato,Red,FAQ
Haryana,yamuna nagar,Yamuna Nagar,Potato,Other,FAQ
Haryana,panipat,Samalkha,Potato,Desi,FAQ
Nagaland,peren,Tenning,Tomato,Other,FAQ
Uttar Pradesh,agra,Khairagarh,Onion,Red,FAQ
Madhya Pradesh,chhindwara,Pandhurna,Wheat,Local,FAQ
Uttar Pradesh,amethi,Sultanpur,Tomato,Hybrid,FAQ
Haryana,jind,Uchana,Wheat,Other,FAQ
Madhya Pradesh,khargone,Kasrawad,Wheat,Local,FAQ
Rajasthan,baran,Chhabra,Wheat,Other,FAQ
Madhya Pradesh,damoh,Damoh(F&V),Potato,Other,FAQ
Punjab,sangrur,Khanauri,Potato,Other,FAQ
Punjab,sangrur,Khanauri,Tomato,Other,FAQ
Maharashtra,jalgaon,Jalgaon,Wheat,147 Average,FAQ
Karnataka,dharwad,Hubli (Amaragol),Potato,Other,FAQ
West Bengal,alipurduar,Falakata,Potato,Jyoti,FAQ
Haryana,kaithal,Cheeka,Onion,Other,FAQ
Madhya Pradesh,jhabua,Petlawad,Wheat,Local,FAQ
Kerala,ernakulam,Piravam,Potato,Other,FAQ
Maharashtra,jalgaon,Chalisgaon,Wheat,Maharashtra 2189,FAQ
Gujarat,surat,Nizar,Wheat,Lokwan,FAQ
Himachal Pradesh,shimla,Shimla and Kinnaur(Nerwa),Tomato,Deshi,FAQ
Maharashtra,amarawati,Nandgaon Khandeshwar,Wheat,Other,FAQ
Maharashtra,jalgaon,Yawal,Onion,Red,FAQ
Madhya Pradesh,betul,Multai,Onion,1st Sort,FAQ
Maharashtra,ahmednagar,Newasa,Wheat,Maharashtra 2189,FAQ
Madhya Pradesh,chhatarpur,Bakswaha,Wheat,Mill Quality,FAQ
Kerala,palakad,Kollengode,Onion,Big,FAQ
Kerala,idukki,Munnar,Onion,Small,FAQ
Madhya Pradesh,guna,Binaganj,Wheat,Other,FAQ
Uttar Pradesh,jhansi,Moth,Tomato,Hybrid,FAQ
Kerala,idukki,Munnar,Onion,Big,FAQ
Meghalaya,west garo hills,Dadengiri,Potato,Potato,FAQ
Rajasthan,ganganagar,Sriganganagar (F&V),Potato,Other,FAQ
Karnataka,kolar,Chickkaballapura,Onion,Local,FAQ
Rajasthan,sikar,Fatehpur,Wheat,Other,FAQ
Nagaland,peren,Tenning,Potato,Potato,FAQ
Kerala,ernakulam,Moovattupuzha,Tomato,Other,FAQ
Rajasthan,jodhpur,Bhagat Ki Kothi,Wheat,Other,FAQ
Uttar Pradesh,agra,Khairagarh,Potato,Desi,FAQ
Rajasthan,ganganagar,Sriganganagar (F&V),Onion,Other,FAQ
Haryana,fatehabad,Tohana(New Veg Market),Potato,Potato,FAQ
Himachal Pradesh,kullu,Kullu(Chauri Bihal),Potato,Other,FAQ
Karnataka,hassan,Arasikere,Onion,Onion,FAQ
Maharashtra,parbhani,Manwat,Wheat,Other,FAQ
Kerala,idukki,Munnar,Potato,Other,FAQ
Madhya Pradesh,dewas,Haatpipliya,Wheat,Other,FAQ
Karnataka,kolar,Malur,Onion,Onion,FAQ
Karnataka,belgaum,Athani,Wheat,Coarse,FAQ
Madhya Pradesh,ujjain,Ujjain,Wheat,Sharbati,FAQ
Maharashtra,pune,Shirur,Wheat,Other,FAQ
Himachal Pradesh,una,Santoshgarh,Potato,Jyoti,FAQ
Uttar Pradesh,agra,Khairagarh,Wheat,Dara,FAQ
Madhya Pradesh,satna,Mehar,Tomato,Deshi,FAQ
Orissa,bargarh,Godabhaga,Onion,Other,FAQ
Orissa,bargarh,Godabhaga,Tomato,Other,FAQ
Madhya Pradesh,shivpuri,Rannod,Wheat,147 Average,FAQ
Andhra Pradesh,medak,Sadasivpet,Wheat,147 Average,FAQ
Madhya Pradesh,satna,Mehar,Potato,Desi,FAQ
Maharashtra,dhule,Dondaicha(Sindhkheda),Wheat,Other,FAQ
Kerala,kollam,Punalur,Tomato,Other,FAQ
Orissa,bargarh,Godabhaga,Potato,Other,FAQ
Nagaland,phek,Phek,Potato,Potato,FAQ
Maharashtra,jalgaon,Jalgaon,Wheat,Maharashtra 2189,FAQ
Maharashtra,amarawati,Varud(Rajura Bazar),Wheat,Other,FAQ
Orissa,ganjam,Bhanjanagar,Tomato,Other,FAQ
Madhya Pradesh,satna,Mehar,Onion,Local,FAQ
Orissa,nuapada,Khariar,Potato,F.A.Q.,FAQ
Karnataka,bangalore,Doddaballa Pur,Potato,Local,FAQ
Karnataka,chikmagalur,Bagepalli,Tomato,Hybrid,FAQ
Karnataka,hassan,Arasikere,Tomato,Tomato,FAQ
Madhya Pradesh,seoni,Seoni,Potato,(Red Nanital),FAQ
Gujarat,anand,"Anand(Veg,Yard,Anand)",Tomato,Other,FAQ
Madhya Pradesh,balaghat,Praswada,Wheat,Other,FAQ
Madhya Pradesh,seoni,Seoni,Onion,1st Sort,FAQ
Karnataka,kolar,Kolar,Potato,Local,FAQ
Karnataka,bijapur,Sindagi(Indi),Wheat,Medium,FAQ
Maharashtra,ahmednagar,Rahuri,Onion,Red,FAQ
Madhya Pradesh,seoni,Seoni,Wheat,Deshi,FAQ
Madhya Pradesh,sagar,Malthone,Wheat,Dara Mill Quality,FAQ
Madhya Pradesh,morena,Porsa(F&V),Tomato,Tomato,FAQ
Madhya Pradesh,seoni,Seoni,Tomato,Deshi,FAQ
Kerala,alappuzha,Madhavapuram,Tomato,Other,FAQ
Karnataka,bellary,Hospet,Onion,Local,Medium
Maharashtra,ahmednagar,Ahmednagar,Onion,Red,FAQ
Madhya Pradesh,guna,Raghogarh,Wheat,Mill Quality,FAQ
Karnataka,hassan,Arakalgud,Onion,Onion,FAQ
Madhya Pradesh,hoshangabad,Hoshangabad,Wheat,Local,FAQ
Madhya Pradesh,hoshangabad,Hoshangabad,Potato,Potato,FAQ
Kerala,alappuzha,Madhavapuram,Potato,Other,FAQ
Kerala,alappuzha,Madhavapuram,Onion,Other,FAQ
Uttar Pradesh,etah,Aliganj,Wheat,Other,FAQ
Madhya Pradesh,harda,Sirali,Tomato,Tomato,FAQ
Uttar Pradesh,unnao,Purwa,Tomato,Hybrid,FAQ
Kerala,kottayam,Athirampuzha,Onion,Big,FAQ
Kerala,kottayam,Athirampuzha,Potato,Potato,FAQ
Kerala,kottayam,Athirampuzha,Onion,Onion,FAQ
Kerala,kottayam,Athirampuzha,Tomato,Tomato,FAQ
Kerala,kollam,Chathanoor,Potato,Other,FAQ
Madhya Pradesh,betul,Multai,Potato,(Red Nanital),FAQ
Madhya Pradesh,dhar,Rajgarh,Onion,Other,FAQ
Maharashtra,nashik,Suragana,Onion,Other,FAQ
Karnataka,gadag,Laxmeshwar,Wheat,Red,FAQ
Madhya Pradesh,rajgarh,Khujner,Wheat,147 Average,FAQ
Maharashtra,pune,Indapur,Onion,Other,FAQ
Karnataka,tumkur,Sira,Wheat,Other,FAQ
Orissa,bargarh,Attabira,Onion,Other,FAQ
Haryana,kurukshetra,Iamailabad,Potato,Other,FAQ
Orissa,bargarh,Attabira,Tomato,Other,FAQ
Rajasthan,pratapgarh,Pratapgarh,Wheat,Deshi,FAQ
Uttar Pradesh,pratapgarh,Pratapgarh,Wheat,Deshi,FAQ
Orissa,bargarh,Attabira,Potato,Other,FAQ
Uttar Pradesh,bulandshahar,Sikanderabad,Potato,Potato,FAQ
Kerala,kottayam,Kuruppanthura,Tomato,Other,FAQ
Uttar Pradesh,bulandshahar,Sikanderabad,Tomato,Deshi,FAQ
Himachal Pradesh,mandi,Chail Chowk,Onion,Other,FAQ
Maharashtra,thane,Kalyan,Tomato,Other,FAQ
Haryana,panipat,Samalkha,Potato,Other,FAQ
Uttar Pradesh,prayagraj,Sirsa,Wheat,Dara,FAQ
Uttar Pradesh,bulandshahar,Sikanderabad,Onion,Medium,FAQ
Haryana,rohtak,Meham,Potato,(Red Nanital),FAQ
